"Sample Plan (Id) / Plan d'échantillonage (Id)","Sampling Plan - Description / Plan d'échantillonage - Description","Date Sampled (YYYY/MM/DD) / Date d'échantillonage (AAAA/MM/JJ)","System ID / ID Système","Product Description / Description du Produit","Organic? / Biologique?","Country of Origin / Pays d'Origine","Function / Fonction","Analysis Type - Description / Type d'Analyse - Description","Method Number / No de Méthode","Value Text / Valeur textuelle","Unit / Unité","Analysis Assessment / Évaluation de l'Analyse"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01556","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01556","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01557","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01557","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01557","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01557","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01558","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01558","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01558","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-16","B2014CMAX01558","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-21","B2014CMAX01559","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-21","B2014CMAX01559","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-21","B2014CMAX01559","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-21","B2014CMAX01559","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-21","B2014CMAX01560","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-21","B2014CMAX01560","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-21","B2014CMAX01560","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-21","B2014CMAX01560","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01561","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01561","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01561","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01561","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01562","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01562","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01562","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01562","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01563","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01563","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01563","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-23","B2014CMAX01563","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014CMAX02387","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014CMAX02387","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014CMAX02387","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014CMAX02387","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014CMAX02388","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014CMAX02388","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014CMAX02388","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014CMAX02388","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02389","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02389","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02389","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02389","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02390","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02390","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02390","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02390","English / Anglais","No / Non","SPAIN / Espagne","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02391","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02391","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02391","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-12","B2014CMAX02391","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-19","B2014CMAX02392","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-19","B2014CMAX02392","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-19","B2014CMAX02392","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-19","B2014CMAX02392","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-11","B2014CMAX03437","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-11","B2014CMAX03437","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-11","B2014CMAX03437","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-11","B2014CMAX03437","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-11","B2014CMAX03438","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-11","B2014CMAX03438","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-11","B2014CMAX03438","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-11","B2014CMAX03438","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-18","B2014CMAX03439","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-18","B2014CMAX03439","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-18","B2014CMAX03439","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-18","B2014CMAX03439","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-18","B2014CMAX03440","Field / De Champs","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
